order_id,customer_id,order_date,shipping_city,shipping_state,order_status,coupon_code,discount_pct,delivery_days
542233,102225,2026-02-23 00:00:00,Kolkata,Uttar Pradesh,Delivered,NEWUSER,0,6
542234,112673,2026-01-25 00:00:00,Chandigarh,Madhya Pradesh,Shipped,NONE,0,6
542235,104613,2026-03-24 00:00:00,Mumbai,Maharashtra,,NONE,0,6
542236,106666,2026-02-13 00:00:00,Patna,Madhya Pradesh,Pending,,30,6
542237,111468,2026-02-27 00:00:00,Ranchi,West Bengal,,,30,3
542238,117201,2025-04-26 00:00:00,Mumbai,Madhya Pradesh,Cancelled,FESTIVE25,25,4
542239,118116,2025-05-08 00:00:00,Patna,Maharashtra,Shipped,NONE,10,5
542240,111348,2026-08-16 00:00:00,Kolkata,Delhi,Returned,NONE,10,3
542241,112136,2025-10-08 00:00:00,Chandigarh,Haryana,Delivered,NONE,0,4
542242,119156,2025-10-02 00:00:00,Bengaluru,Haryana,Delivered,NONE,5,1
542243,116946,2025-06-01 00:00:00,Ranchi,Delhi,Delivered,NONE,0,4
542244,106260,2025-06-16 00:00:00,Kanpur,Gujarat,Delivered,NONE,15,3
542245,109221,2025-08-01 00:00:00,Noida,Gujarat,Delivered,WELCOME10,0,2
542246,103464,2025-07-28 00:00:00,Pune,Gujarat,Delivered,SAVE20,10,2
542247,104675,2026-06-10 00:00:00,Nagpur,Bihar,Delivered,NONE,15,4
542248,113780,2025-01-31 00:00:00,Delhi,Telangana,Shipped,NONE,5,1
542249,107715,2026-02-13 00:00:00,Delhi,Chandigarh,Delivered,NONE,20,7
542250,119073,2025-08-08 00:00:00,Hyderabad,Maharashtra,Returned,NONE,0,4
542251,113555,2026-02-02 00:00:00,Patna,Madhya Pradesh,Returned,NONE,25,7
542252,109984,2026-02-04 00:00:00,Kanpur,Madhya Pradesh,Delivered,WELCOME10,10,3
542253,108133,2025-12-13 00:00:00,Lucknow,Maharashtra,Delivered,WELCOME10,0,1
542254,102801,2025-10-01 00:00:00,Hyderabad,Madhya Pradesh,Processing,NONE,5,3
542255,112306,2025-04-17 00:00:00,Ahmedabad,Gujarat,Delivered,NONE,30,3
542256,108402,2025-03-11 00:00:00,Kolkata,Karnataka,Shipped,NONE,15,2
542257,104349,2025-02-01 00:00:00,Kanpur,Haryana,Shipped,NONE,10,3
542258,103185,2025-10-04 00:00:00,Delhi,West Bengal,Delivered,FLASH15,30,1
542259,115113,2025-11-20 00:00:00,Chandigarh,Karnataka,Pending,NEWUSER,10,5
542260,102459,2026-04-05 00:00:00,Patna,Madhya Pradesh,Delivered,WELCOME10,10,3
542261,112340,2025-10-08 00:00:00,Bengaluru,Delhi,Delivered,FESTIVE25,30,3
542262,103294,2025-06-24 00:00:00,Lucknow,Telangana,Processing,NONE,0,4
542263,100746,2025-09-28 00:00:00,Delhi,Maharashtra,Delivered,NEWUSER,20,2
542264,110849,2025-05-02 00:00:00,Chennai,Uttar Pradesh,delivered,NONE,0,15
542265,102925,2026-01-12 00:00:00,Ranchi,Delhi,Shipped,NEWUSER,20,2
542266,104751,2025-12-19 00:00:00,Delhi,Rajasthan,Returned,FLASH15,0,3
542267,119358,2025-12-27 00:00:00,Delhi,Uttar Pradesh,Delivered,SAVE20,15,1
542268,105217,2026-06-19 00:00:00,Kanpur,Madhya Pradesh,Delivered,NONE,25,7
542269,117507,2026-06-18 00:00:00,Chandigarh,Maharashtra,Returned,FESTIVE25,20,5
542270,112685,2025-09-15 00:00:00,Gurgaon,Maharashtra,Shipped,NONE,0,6
542271,107868,2025-07-04 00:00:00,Mumbai,Uttar Pradesh,Shipped,WELCOME10,10,3
542272,106983,2026-01-20 00:00:00,Chennai,Gujarat,Delivered,NONE,0,3
542273,117951,2025-02-13 00:00:00,Nagpur,Chandigarh,delivered,FESTIVE25,25,6
542274,112273,2026-07-07 00:00:00,Bengaluru,Chandigarh,Cancelled,FLASH15,0,2
542275,117268,2025-04-12 00:00:00,Ranchi,Uttar Pradesh,Pending,NONE,0,1
542276,119857,2025-09-05 00:00:00,Kolkata,Delhi,Delivered,NONE,15,4
542277,112382,2025-03-05 00:00:00,Gurgaon,Chandigarh,delivered,,10,5
542278,107684,2025-12-03 00:00:00,Bengaluru,Delhi,Pending,FLASH15,0,4
542279,107759,2025-06-15 00:00:00,Ahmedabad,Uttar Pradesh,Delivered,NONE,10,4
542280,112019,2025-01-19 00:00:00,Chandigarh,West Bengal,Delivered,NONE,25,3
542281,116421,2026-08-24 00:00:00,Hyderabad,Telangana,Pending,NONE,0,15
542282,106565,2025-08-02 00:00:00,Mumbai,Uttar Pradesh,Delivered,NONE,0,4
542283,116804,2025-05-21 00:00:00,Indore,Jharkhand,Delivered,WELCOME10,0,5
542284,102888,2026-04-17 00:00:00,Bhopal,Karnataka,Shipped,FLASH15,10,2
542285,116959,2026-03-06 00:00:00,Bengaluru,Bihar,Delivered,NONE,0,2
542286,114751,2025-11-06 00:00:00,Pune,Gujarat,Delivered,FLASH15,20,3
542287,116798,2025-01-06 00:00:00,Hyderabad,Uttar Pradesh,delivered,WELCOME10,15,3
542288,110058,2025-05-19 00:00:00,Lucknow,Bihar,Pending,NONE,0,10
542289,107313,2025-01-05 00:00:00,Noida,Uttar Pradesh,Delivered,NONE,0,1
542290,102108,2026-07-06 00:00:00,Chennai,Madhya Pradesh,,,20,4
542291,102522,2026-02-22 00:00:00,Bengaluru,West Bengal,Delivered,NEWUSER,0,7
542292,100480,2025-10-25 00:00:00,Pune,Bihar,Shipped,NONE,15,2
542293,100793,2025-07-22 00:00:00,Pune,Haryana,Delivered,FLASH15,5,2
542294,118109,2025-08-07 00:00:00,Hyderabad,Tamil Nadu,Shipped,NONE,10,3
542295,116007,2026-07-07 00:00:00,Gurgaon,Maharashtra,Delivered,FESTIVE25,20,2
542296,104180,2025-03-07 00:00:00,Indore,Madhya Pradesh,Delivered,NONE,0,2
542297,113100,2025-08-17 00:00:00,Hyderabad,Rajasthan,Delivered,SAVE20,10,3
542298,108529,2026-02-17 00:00:00,Bhopal,Maharashtra,Delivered,NONE,20,7
542299,116044,2025-07-21 00:00:00,Patna,Uttar Pradesh,Cancelled,NEWUSER,15,5
542300,114008,2025-02-15 00:00:00,Chandigarh,Gujarat,Shipped,NONE,10,4
542301,110970,2025-11-16 00:00:00,Bhopal,Bihar,Processing,SAVE20,30,3
542302,117665,2026-02-15 00:00:00,Gurgaon,Gujarat,Delivered,NONE,20,4
542303,103353,2025-07-06 00:00:00,Ahmedabad,Rajasthan,Delivered,FLASH15,0,5
542304,111524,2025-05-27 00:00:00,Lucknow,Uttar Pradesh,Delivered,NONE,15,1
542305,111676,2026-07-21 00:00:00,Surat,Maharashtra,Delivered,NONE,0,5
542306,101429,2026-07-03 00:00:00,Jaipur,Maharashtra,Cancelled,SAVE20,10,5
542307,114244,2026-02-24 00:00:00,Bhopal,Madhya Pradesh,delivered,NONE,5,4
542308,119917,2025-08-01 00:00:00,Hyderabad,Haryana,Delivered,NEWUSER,20,6
542309,101800,2025-05-18 00:00:00,Nagpur,Gujarat,Delivered,NEWUSER,5,1
542310,102840,2025-02-12 00:00:00,Gurgaon,Uttar Pradesh,Returned,NONE,0,6
542311,107000,2025-07-22 00:00:00,Nagpur,Jharkhand,Delivered,NEWUSER,25,4
542312,100249,2025-09-30 00:00:00,Jaipur,Gujarat,Delivered,NONE,0,2
542313,111366,2026-01-18 00:00:00,Mumbai,Maharashtra,Shipped,FLASH15,0,4
542314,109909,2025-02-11 00:00:00,Patna,Chandigarh,Delivered,NONE,0,3
542315,100605,2025-07-14 00:00:00,Chandigarh,Chandigarh,Delivered,,5,7
542316,103928,2025-09-21 00:00:00,Patna,Tamil Nadu,CANCELLED,NONE,15,3
542317,113556,2026-08-01 00:00:00,Noida,Maharashtra,Shipped,NONE,0,4
542318,111318,2026-08-15 00:00:00,Ranchi,Maharashtra,Cancelled,,0,6
542319,111293,2026-05-18 00:00:00,Ranchi,Gujarat,Delivered,NONE,5,5
542320,102412,2026-07-31 00:00:00,Noida,Telangana,Processing,SAVE20,0,2
542321,117683,2025-04-15 00:00:00,Hyderabad,Maharashtra,Cancelled,,5,2
542322,111411,2025-11-30 00:00:00,Noida,Madhya Pradesh,Processing,FESTIVE25,25,4
542323,110948,2026-02-01 00:00:00,Bengaluru,Maharashtra,Delivered,NONE,5,2
542324,100700,2026-01-05 00:00:00,Chennai,West Bengal,Delivered,NONE,15,1
542325,101340,2025-04-24 00:00:00,Mumbai,Haryana,Pending,FLASH15,15,1
542326,113242,2025-09-17 00:00:00,Chandigarh,Chandigarh,Shipped,WELCOME10,0,3
542327,101596,2025-11-04 00:00:00,Ahmedabad,Gujarat,,NONE,5,5
542328,109446,2026-04-08 00:00:00,Delhi,Gujarat,Delivered,FLASH15,10,3
542329,110279,2026-05-07 00:00:00,Lucknow,Haryana,Shipped,SAVE20,10,2
542330,115204,2025-10-26 00:00:00,Mumbai,Gujarat,Delivered,SAVE20,25,2
542331,113337,2025-06-19 00:00:00,Patna,Haryana,Delivered,WELCOME10,5,4
542332,107714,2025-07-09 00:00:00,Ahmedabad,Uttar Pradesh,Pending,FESTIVE25,0,2
542333,112786,2025-12-15 00:00:00,Ahmedabad,Haryana,Delivered,NONE,20,2
542334,113420,2026-07-04 00:00:00,Kolkata,Maharashtra,Pending,FLASH15,0,3
542335,106994,2026-06-12 00:00:00,Chandigarh,Delhi,delivered,NONE,30,2
542336,113202,2026-06-12 00:00:00,Nagpur,Uttar Pradesh,Delivered,,0,3
542337,114838,2025-02-15 00:00:00,Bengaluru,Tamil Nadu,Delivered,FLASH15,20,1
542338,100208,2025-05-18 00:00:00,Pune,Maharashtra,Shipped,SAVE20,5,2
542339,101098,2025-07-21 00:00:00,Delhi,Madhya Pradesh,Delivered,NONE,0,1
542340,110166,2026-01-16 00:00:00,Kanpur,Gujarat,Delivered,FESTIVE25,15,7
542341,108380,2025-02-27 00:00:00,Hyderabad,Madhya Pradesh,Delivered,NONE,15,2
542342,100984,2025-04-15 00:00:00,Ahmedabad,Maharashtra,Delivered,NONE,0,4
542343,112018,2026-02-13 00:00:00,Lucknow,Tamil Nadu,Delivered,NONE,0,3
542344,110658,2026-07-09 00:00:00,Kanpur,Rajasthan,Delivered,FLASH15,0,5
542345,118181,2025-02-17 00:00:00,Patna,Haryana,Delivered,NONE,0,2
542346,111499,2025-10-06 00:00:00,Bhopal,Uttar Pradesh,Delivered,,25,2
542347,119349,2026-05-27 00:00:00,Bhopal,West Bengal,Cancelled,,10,2
542348,113129,2026-07-20 00:00:00,Chandigarh,Tamil Nadu,Delivered,FLASH15,30,10
542349,110347,2026-05-16 00:00:00,Mumbai,Jharkhand,Delivered,NEWUSER,20,1
542350,111761,2025-10-03 00:00:00,Noida,Bihar,Delivered,FLASH15,150,3
542351,108223,2026-02-11 00:00:00,Chandigarh,Chandigarh,Shipped,WELCOME10,0,4
542352,102584,2025-05-28 00:00:00,Indore,Chandigarh,Delivered,,0,1
542353,100810,2025-11-19 00:00:00,Mumbai,Madhya Pradesh,Processing,NONE,0,15
542354,115234,2026-07-10 00:00:00,Delhi,Madhya Pradesh,Shipped,NEWUSER,0,6
542355,100295,2026-07-26 00:00:00,Nagpur,Haryana,Cancelled,SAVE20,0,4
542356,101481,2025-07-01 00:00:00,Ahmedabad,Maharashtra,Delivered,NONE,0,10
542357,108011,2025-05-23 00:00:00,Gurgaon,Madhya Pradesh,delivered,FLASH15,25,3
542358,113693,2025-03-28 00:00:00,Patna,Madhya Pradesh,Pending,NONE,10,1
542359,104760,2026-08-02 00:00:00,Ranchi,Gujarat,Pending,,15,2
542360,111914,2025-09-22 00:00:00,Mumbai,Bihar,Delivered,NEWUSER,0,4
542361,107284,2025-04-17 00:00:00,Ahmedabad,Delhi,,SAVE20,15,15
542362,102053,2026-05-19 00:00:00,Lucknow,Haryana,Delivered,NONE,15,3
542363,110521,2025-03-28 00:00:00,Chennai,Uttar Pradesh,Delivered,,15,3
542364,112878,2026-04-19 00:00:00,Surat,Maharashtra,Processing,,0,3
542365,108871,2026-05-10 00:00:00,Kolkata,Madhya Pradesh,,NONE,0,6
542366,106696,2025-04-10 00:00:00,Indore,Bihar,Delivered,NONE,0,6
542367,108589,2026-06-20 00:00:00,Chennai,Telangana,Cancelled,SAVE20,15,3
542368,110908,2026-01-17 00:00:00,Kolkata,Gujarat,Delivered,NONE,0,2
542369,110576,2026-02-02 00:00:00,Chandigarh,Maharashtra,Shipped,FESTIVE25,0,2
542370,102989,2025-03-12 00:00:00,Jaipur,Uttar Pradesh,Delivered,SAVE20,0,7
542371,100518,2026-06-04 00:00:00,Lucknow,Maharashtra,Cancelled,FESTIVE25,15,4
542372,100522,2026-08-20 00:00:00,Ranchi,Madhya Pradesh,Shipped,WELCOME10,0,1
542373,100348,2026-07-19 00:00:00,Jaipur,Haryana,Cancelled,NONE,0,5
542374,108878,2025-05-22 00:00:00,Bhopal,Jharkhand,Shipped,NEWUSER,15,2
542375,119674,2025-02-10 00:00:00,Kanpur,Chandigarh,Delivered,NONE,15,1
542376,118505,2026-06-25 00:00:00,Indore,Delhi,Pending,FESTIVE25,25,3
542377,105596,2025-05-03 00:00:00,Pune,Uttar Pradesh,Shipped,FLASH15,0,4
542378,100868,2026-06-30 00:00:00,Kolkata,Bihar,Delivered,FESTIVE25,20,2
542379,108748,2025-08-29 00:00:00,Pune,Gujarat,Delivered,WELCOME10,0,3
542380,107427,2025-10-13 00:00:00,Indore,Uttar Pradesh,Delivered,FESTIVE25,25,3
542381,100156,2026-07-15 00:00:00,Noida,Uttar Pradesh,CANCELLED,FLASH15,0,5
542382,113629,2025-01-27 00:00:00,Lucknow,Chandigarh,Returned,NONE,0,2
542383,116012,2026-04-13 00:00:00,Patna,Gujarat,Delivered,WELCOME10,0,4
542384,107087,2025-04-16 00:00:00,Indore,Uttar Pradesh,Delivered,NONE,20,15
542385,116410,2026-99-99,Lucknow,Uttar Pradesh,Delivered,NONE,0,1
542386,116775,2026-03-07 00:00:00,Surat,Uttar Pradesh,Delivered,NONE,5,3
542387,102392,2026-04-13 00:00:00,Kanpur,Madhya Pradesh,Delivered,SAVE20,0,3
542388,106337,2025-11-28 00:00:00,Jaipur,Telangana,Returned,NONE,0,10
542389,116747,2025-04-07 00:00:00,Hyderabad,Madhya Pradesh,Delivered,NONE,10,5
542390,118152,2025-11-18 00:00:00,Jaipur,Maharashtra,Shipped,WELCOME10,0,4
542391,119592,2025-04-19 00:00:00,Jaipur,Maharashtra,Shipped,NEWUSER,5,2
542392,103156,2025-10-02 00:00:00,Pune,Uttar Pradesh,Returned,NONE,30,4
542393,119238,2026-08-06 00:00:00,Noida,Chandigarh,Delivered,NEWUSER,0,1
542394,113209,2026-07-21 00:00:00,Kanpur,Uttar Pradesh,Delivered,SAVE20,0,7
542395,109857,2026-05-27 00:00:00,Ranchi,Jharkhand,Delivered,SAVE20,0,6
542396,100655,2026-04-12 00:00:00,Surat,Telangana,Returned,,10,4
542397,119614,2025-10-13 00:00:00,Noida,Telangana,Delivered,WELCOME10,5,2
542398,109581,2026-03-21 00:00:00,Mumbai,Haryana,Delivered,FLASH15,20,3
542399,108860,2025-10-29 00:00:00,Kanpur,Maharashtra,Delivered,NONE,0,3
542400,103821,2025-11-01 00:00:00,Jaipur,Telangana,Delivered,NONE,0,3
542401,111156,2025-03-09 00:00:00,Gurgaon,Maharashtra,Delivered,NONE,0,1
542402,116886,2025-08-21 00:00:00,Delhi,Bihar,Delivered,NONE,0,6
542403,117683,2025-11-20 00:00:00,Kanpur,Uttar Pradesh,Shipped,NONE,30,3
542404,119713,2025-09-25 00:00:00,Surat,Chandigarh,delivered,NONE,0,5
542405,100390,2025-09-15 00:00:00,Patna,Madhya Pradesh,Delivered,NONE,15,3
542406,101685,2026-04-01 00:00:00,Delhi,Uttar Pradesh,Pending,FLASH15,0,2
542407,112392,2026-05-07 00:00:00,Gurgaon,Maharashtra,Cancelled,WELCOME10,20,1
542408,115346,2026-05-05 00:00:00,Noida,Madhya Pradesh,Processing,WELCOME10,15,3
542409,106558,2026-04-13 00:00:00,Kolkata,Maharashtra,Delivered,NEWUSER,5,5
542410,100126,2025-02-15 00:00:00,Mumbai,Maharashtra,Pending,NONE,25,1
542411,117716,2025-05-24 00:00:00,Indore,Uttar Pradesh,Delivered,WELCOME10,15,4
542412,119946,2026-08-04 00:00:00,Bhopal,Madhya Pradesh,delivered,NONE,5,3
542413,103480,2025-05-27 00:00:00,Ahmedabad,Gujarat,Delivered,,0,3
542414,102172,2026-01-03 00:00:00,Delhi,Uttar Pradesh,Processing,SAVE20,0,15
542415,118205,2026-08-22 00:00:00,Gurgaon,Madhya Pradesh,Delivered,NEWUSER,20,5
542416,109335,2026-08-21 00:00:00,Surat,Haryana,Processing,NONE,15,2
542417,102562,2026-07-29 00:00:00,Ahmedabad,Haryana,Cancelled,NONE,20,10
542418,119051,2025-01-26 00:00:00,Bengaluru,Haryana,Shipped,NONE,25,2
542419,100710,2026-03-23 00:00:00,Gurgaon,Karnataka,Delivered,NONE,0,4
542420,104135,2026-06-27 00:00:00,Surat,West Bengal,Delivered,WELCOME10,25,7
542421,109174,2025-01-15 00:00:00,Kolkata,Madhya Pradesh,Delivered,NONE,30,2
542422,110463,2026-01-28 00:00:00,Patna,Telangana,Shipped,NONE,25,2
542423,105474,2026-07-03 00:00:00,Kolkata,Maharashtra,Delivered,FESTIVE25,10,2
542424,105586,2026-08-26 00:00:00,Pune,Madhya Pradesh,CANCELLED,NONE,0,2
542425,106593,2025-03-17 00:00:00,Ahmedabad,Gujarat,Pending,NONE,20,5
542426,113282,2025-01-17 00:00:00,Noida,Gujarat,Delivered,FLASH15,0,5
542427,113123,2025-09-01 00:00:00,Noida,Madhya Pradesh,Delivered,NONE,0,2
542428,115391,2025-09-07 00:00:00,Noida,Bihar,Pending,,0,3
542429,105989,2026-01-15 00:00:00,Hyderabad,Chandigarh,Delivered,NONE,5,10
542430,112797,2026-04-18 00:00:00,Pune,Delhi,Delivered,NONE,30,3
542431,114730,2026-04-23 00:00:00,Kolkata,Maharashtra,Delivered,,30,3
542432,117156,2026-08-15 00:00:00,Surat,Jharkhand,Delivered,NEWUSER,0,1
542433,119536,2025-04-20 00:00:00,Chandigarh,West Bengal,CANCELLED,,30,3
542434,116989,2025-12-16 00:00:00,Chennai,Telangana,Shipped,WELCOME10,15,2
542435,105427,2025-02-28 00:00:00,Pune,Maharashtra,Delivered,NEWUSER,0,4
542436,106432,2025-11-20 00:00:00,Gurgaon,West Bengal,Shipped,NONE,10,5
542437,117118,2025-08-30 00:00:00,Kanpur,Maharashtra,Delivered,NONE,20,2
542438,113632,2025-10-07 00:00:00,Ahmedabad,Chandigarh,Delivered,NONE,20,3
542439,115207,2025-09-13 00:00:00,Nagpur,Tamil Nadu,Processing,FESTIVE25,20,4
542440,100273,2026-07-05 00:00:00,Nagpur,Telangana,Delivered,NONE,0,4
542441,100254,2025-12-13 00:00:00,Surat,Uttar Pradesh,Delivered,NONE,15,7
542442,112960,2025-05-31 00:00:00,Nagpur,Telangana,Delivered,,0,3
542443,110217,2026-02-21 00:00:00,Hyderabad,Rajasthan,Pending,NONE,10,5
542444,117668,2026-03-03 00:00:00,Indore,Delhi,Delivered,NONE,20,1
542445,119161,2025-06-29 00:00:00,Indore,Maharashtra,Shipped,SAVE20,25,4
542446,111022,2025-02-08 00:00:00,Pune,Maharashtra,Shipped,NONE,10,5
542447,116016,2026-03-21 00:00:00,Kolkata,Rajasthan,Delivered,WELCOME10,10,5
542448,114241,2025-11-05 00:00:00,Bengaluru,Maharashtra,Pending,NONE,5,4
542449,106152,2025-11-28 00:00:00,Indore,Uttar Pradesh,Cancelled,NONE,30,10
542450,119885,2026-06-28 00:00:00,Chandigarh,Tamil Nadu,Delivered,NONE,25,4
542451,105178,2026-08-05 00:00:00,Pune,Gujarat,Returned,,10,3
542452,100645,2025-12-17 00:00:00,Kolkata,Chandigarh,Pending,,5,4
542453,100502,2026-04-30 00:00:00,Delhi,Uttar Pradesh,Returned,WELCOME10,20,6
542454,111764,2026-04-11 00:00:00,Surat,Uttar Pradesh,Delivered,NONE,0,3
542455,103419,2025-03-20 00:00:00,Bhopal,Maharashtra,Delivered,,0,3
542456,100758,2026-08-16 00:00:00,Kolkata,Gujarat,Delivered,NONE,10,3
542457,114072,2026-08-13 00:00:00,Chennai,Madhya Pradesh,Delivered,SAVE20,0,15
542458,102511,2025-05-02 00:00:00,Indore,Madhya Pradesh,,NONE,5,4
542459,104836,2026-08-24 00:00:00,Patna,Maharashtra,Delivered,NONE,10,7
542460,107319,2025-12-25 00:00:00,Kolkata,Maharashtra,Cancelled,WELCOME10,0,1
542461,117059,2026-02-06 00:00:00,Delhi,Haryana,Pending,SAVE20,20,3
542462,104243,2025-11-07 00:00:00,Chandigarh,Uttar Pradesh,Returned,WELCOME10,15,2
542463,103765,2025-11-06 00:00:00,Bhopal,Maharashtra,Shipped,SAVE20,0,3
542464,114805,2025-02-27 00:00:00,Surat,Tamil Nadu,,NONE,0,2
542465,105692,2026-07-13 00:00:00,Ranchi,Telangana,Delivered,NEWUSER,20,6
542466,109490,2026-02-13 00:00:00,Mumbai,Delhi,Delivered,NONE,0,2
542467,116065,2026-06-14 00:00:00,Kolkata,Bihar,Delivered,NONE,15,3
542468,112481,2026-06-06 00:00:00,Bhopal,Maharashtra,Delivered,NONE,10,4
542469,107102,2025-03-21 00:00:00,Pune,Haryana,Pending,SAVE20,0,4
542470,888888,2025-06-28 00:00:00,Hyderabad,Maharashtra,Delivered,NONE,0,10
542471,104985,2025-06-27 00:00:00,Pune,Maharashtra,Delivered,FESTIVE25,0,4
542472,119530,2026-01-04 00:00:00,Hyderabad,West Bengal,Delivered,NEWUSER,10,15
542473,113453,2025-10-09 00:00:00,Ahmedabad,Madhya Pradesh,Delivered,WELCOME10,30,2
542474,101576,2026-02-25 00:00:00,Chennai,Tamil Nadu,Returned,FLASH15,5,3
542475,104351,2025-06-29 00:00:00,Bhopal,Gujarat,delivered,SAVE20,10,6
542476,104170,2026-05-19 00:00:00,Delhi,Delhi,Cancelled,NONE,10,1
542477,107103,2025-12-13 00:00:00,Jaipur,Rajasthan,Delivered,FLASH15,20,4
542478,101559,2026-04-13 00:00:00,Pune,Gujarat,Cancelled,NONE,0,4
542479,109719,2025-09-28 00:00:00,Patna,Gujarat,,NONE,0,5
542480,106479,2025-05-08 00:00:00,Delhi,Maharashtra,Shipped,NONE,20,3
542481,106213,2025-01-06 00:00:00,Kolkata,Delhi,Pending,FLASH15,0,2
542482,101718,2026-06-18 00:00:00,Mumbai,Delhi,Delivered,NONE,20,1
542483,109892,2025-03-16 00:00:00,Hyderabad,Jharkhand,Delivered,NONE,10,3
542484,119800,2025-10-29 00:00:00,Jaipur,Maharashtra,Delivered,NEWUSER,10,10
542485,108278,2026-08-28 00:00:00,Surat,Uttar Pradesh,Delivered,NONE,15,3
542486,106386,2026-01-20 00:00:00,Lucknow,Haryana,Processing,NONE,10,4
542487,115731,2026-01-02 00:00:00,Chennai,Haryana,Delivered,FESTIVE25,5,3
542488,115012,2025-07-01 00:00:00,Mumbai,Madhya Pradesh,Delivered,NONE,0,1
542489,104385,2026-03-27 00:00:00,Hyderabad,Gujarat,Shipped,WELCOME10,0,5
542490,100383,2026-08-14 00:00:00,Delhi,Uttar Pradesh,Delivered,,10,1
542491,100212,2025-03-15 00:00:00,Delhi,Gujarat,Processing,NONE,0,3
542492,114112,2025-05-29 00:00:00,Mumbai,Madhya Pradesh,Returned,,25,3
542493,107588,2026-01-01 00:00:00,Mumbai,Telangana,Delivered,NEWUSER,20,7
542494,104788,2026-03-23 00:00:00,Ranchi,Madhya Pradesh,Delivered,NONE,0,4
542495,115051,2025-11-29 00:00:00,Mumbai,Uttar Pradesh,delivered,NONE,0,5
542496,109464,2025-07-20 00:00:00,Noida,Rajasthan,Delivered,FLASH15,20,5
542497,119071,2025-03-10 00:00:00,Jaipur,West Bengal,Delivered,NONE,5,3
542498,116376,2026-01-02 00:00:00,Chandigarh,Tamil Nadu,Delivered,NONE,30,10
542499,118841,2025-10-21 00:00:00,Gurgaon,Delhi,Delivered,NONE,20,4
542500,115610,2026-06-04 00:00:00,Kolkata,Madhya Pradesh,Delivered,NONE,0,4
542501,113101,2025-03-04 00:00:00,Bengaluru,Delhi,delivered,NONE,15,1
542502,110611,2025-12-03 00:00:00,Nagpur,Rajasthan,Delivered,FLASH15,0,5
542503,115785,2025-01-26 00:00:00,Chandigarh,Madhya Pradesh,Delivered,WELCOME10,30,3
542504,108752,2026-08-25 00:00:00,Hyderabad,Rajasthan,Delivered,NONE,0,4
542505,108335,2026-01-31 00:00:00,Nagpur,Uttar Pradesh,delivered,FLASH15,15,2
542506,117568,2025-09-01 00:00:00,Kanpur,Rajasthan,Delivered,WELCOME10,0,4
542507,114672,2025-12-22 00:00:00,Ranchi,Madhya Pradesh,Delivered,NONE,5,4
542508,113853,2025-11-23 00:00:00,Kanpur,Maharashtra,Delivered,NONE,15,1
542509,112908,2026-06-16 00:00:00,Mumbai,Maharashtra,Delivered,NONE,0,6
542510,118383,2026-08-14 00:00:00,Jaipur,Uttar Pradesh,Delivered,SAVE20,5,7
542511,116433,2026-02-14 00:00:00,Gurgaon,Chandigarh,Delivered,WELCOME10,15,7
542512,108588,2025-04-13 00:00:00,Mumbai,Karnataka,Delivered,NONE,15,3
542513,102982,2025-01-07 00:00:00,Chandigarh,Haryana,Delivered,SAVE20,5,4
542514,115379,2025-09-19 00:00:00,Bengaluru,Chandigarh,Returned,NONE,0,4
542515,117039,2025-07-20 00:00:00,Patna,Uttar Pradesh,delivered,NONE,0,5
542516,106398,2025-09-16 00:00:00,Hyderabad,Rajasthan,Pending,FLASH15,0,5
542517,113904,2025-12-05 00:00:00,Kanpur,Jharkhand,Delivered,NONE,15,7
542518,108716,2025-08-06 00:00:00,Surat,Uttar Pradesh,Delivered,NONE,10,6
542519,115166,2025-07-26 00:00:00,Bhopal,Maharashtra,Delivered,NEWUSER,10,3
542520,119653,2026-01-14 00:00:00,Gurgaon,Delhi,Delivered,NONE,0,7
542521,109169,2025-04-16 00:00:00,Lucknow,Uttar Pradesh,Delivered,,0,4
542522,100855,2026-05-03 00:00:00,Jaipur,Haryana,Delivered,NEWUSER,0,15
542523,110306,2025-10-26 00:00:00,Chandigarh,Gujarat,Delivered,SAVE20,15,4
542524,115238,2026-03-21 00:00:00,Bhopal,Chandigarh,Delivered,FLASH15,20,4
542525,115755,2025-01-06 00:00:00,Chandigarh,Maharashtra,Pending,NONE,25,1
542526,109721,2025-05-06 00:00:00,Surat,Delhi,Pending,NEWUSER,10,7
542527,105211,2025-02-19 00:00:00,Hyderabad,Gujarat,Pending,NONE,20,3
542528,109380,2025-12-24 00:00:00,Chandigarh,Maharashtra,Cancelled,,0,2
542529,116839,2026-04-12 00:00:00,Lucknow,Madhya Pradesh,Delivered,NONE,0,2
542530,118592,2026-03-18 00:00:00,Pune,Gujarat,Shipped,NONE,20,4
542531,107325,2026-03-02 00:00:00,Bengaluru,West Bengal,Processing,WELCOME10,10,3
542532,116015,2025-05-09 00:00:00,Ranchi,Delhi,Delivered,NONE,0,2
542533,112784,2025-10-31 00:00:00,Chandigarh,Uttar Pradesh,Delivered,,0,4
542534,119479,2026-01-27 00:00:00,Chandigarh,Uttar Pradesh,Delivered,NONE,0,5
542535,105391,2025-10-31 00:00:00,Indore,Uttar Pradesh,Returned,NONE,0,1
542536,104602,2025-02-05 00:00:00,Nagpur,Uttar Pradesh,Delivered,NEWUSER,0,5
542537,111981,2026-05-11 00:00:00,Hyderabad,Delhi,,NONE,0,4
