payment_id,order_id,payment_date,payment_method,payment_status,amount
759986,518054,2025-02-11 00:00:00,UPI,Success,68765.58
759987,508095,2026-05-03 00:00:00,COD,Success,40694.86
759988,513492,2026-03-20 00:00:00,COD,Success,72596.77
759989,588423,2025-07-25 00:00:00,Credit Card,Success,44601.75
759990,571479,2026-06-27 00:00:00,Net Banking,Success,67001.48
759991,566530,2026-03-30 00:00:00,UPI,Success,7243.89
759992,542151,2026-08-20 00:00:00,COD,Success,36656.5
759993,513854,2025-05-14 00:00:00,Debit Card,Failed,2642.45
759994,556512,2025-12-20 00:00:00,Debit Card,Pending,79546.83
759995,578398,2025-12-30 00:00:00,Debit Card,Success,76395.95
759996,589890,2026-04-20 00:00:00,Credit Card,Success,4436.89
759997,553584,2026-05-18 00:00:00,Credit Card,Failed,77884.13
759998,581496,2026-02-19 00:00:00,Wallet,Success,66757.61
759999,518758,2025-09-08 00:00:00,Net Banking,Success,53690.0
760000,559324,2025-10-12 00:00:00,COD,success,12400.86
760001,516440,2025-07-29 00:00:00,Credit Card,Success,1867.91
760002,572934,2025-01-09 00:00:00,UPI,Success,55888.57
760003,513732,2026-05-29 00:00:00,Net Banking,Success,4618.39
760004,558940,2026-07-19 00:00:00,UPI,Failed,39771.68
760005,567603,2026-07-27 00:00:00,Credit Card,Success,50333.34
760006,553839,2026-04-21 00:00:00,Net Banking,Pending,863.96
760007,576268,2026-03-13 00:00:00,UPI,Refunded,42958.1
760008,531621,2025-05-14 00:00:00,Credit Card,Success,61537.1
760009,597622,2026-04-23 00:00:00,COD,Success,38899.07
760010,597604,2025-10-20 00:00:00,UPI,Success,26975.05
760011,544576,2026-02-15 00:00:00,COD,Success,57089.35
760012,519342,2025-05-25 00:00:00,UPI,Failed,39891.8
760013,565896,2025-07-27 00:00:00,COD,Success,76162.8
760014,584935,2025-08-18 00:00:00,UPI,Success,60660.4
760015,527918,2026-05-31 00:00:00,Debit Card,Success,1521.0
760016,577936,2026-04-23 00:00:00,COD,Success,79919.53
760017,507445,2026-07-13 00:00:00,UPI,Success,13928.27
760018,551709,2025-11-17 00:00:00,Debit Card,Success,64609.1
760019,508356,2025-09-27 00:00:00,UPI,Success,47138.05
760020,588777,2025-10-03 00:00:00,Cash on Delivery,Success,38401.12
760021,520690,2025-09-21 00:00:00,Credit Card,Success,50189.69
760022,589632,2025-05-05 00:00:00,COD,Success,18441.19
760023,592611,2026-04-24 00:00:00,Debit Card,Success,64911.45
760024,564360,2025-02-06 00:00:00,upi,Success,47325.17
760025,505838,2026-08-15 00:00:00,UPI,Success,73363.05
760026,598121,2026-04-14 00:00:00,Debit Card,Failed,43265.2
760027,569928,2025-03-30 00:00:00,Debit Card,success,70145.2
760028,546076,2026-07-21 00:00:00,Wallet,Success,75667.59
760029,526494,2025-06-27 00:00:00,Cash on Delivery,Success,42908.51
760030,518791,2025-05-31 00:00:00,,Pending,64312.1
760031,541475,2026-06-06 00:00:00,UPI,,38297.83
760032,549644,2025-08-15 00:00:00,Credit Card,Success,41378.34
760033,599760,2026-08-28 00:00:00,UPI,Pending,19376.24
760034,599481,2026-07-11 00:00:00,UPI,Success,72094.33
760035,532181,2026-01-24 00:00:00,Debit Card,Success,1702.82
760036,592106,2025-12-15 00:00:00,Wallet,Pending,65723.31
760037,521623,2026-07-19 00:00:00,Credit Card,Success,21865.43
760038,535427,2026-03-13 00:00:00,Net Banking,Refunded,35829.42
760039,502482,2025-08-10 00:00:00,UPI,Success,34134.95
760040,535794,2025-07-07 00:00:00,UPI,Success,27769.59
760041,523150,2026-03-02 00:00:00,UPI,Success,49265.88
760042,546359,2025-01-19 00:00:00,UPI,Pending,27288.17
760043,507811,2025-03-16 00:00:00,Debit Card,Success,5657.54
760044,536810,2025-04-05 00:00:00,Credit Card,Success,47081.65
760045,583039,2025-10-17 00:00:00,UPI,Success,76891.74
760046,523004,2026-06-12 00:00:00,,Success,10048.6
760047,517054,2025-03-15 00:00:00,COD,Success,26727.18
760048,586534,2026-01-30 00:00:00,Credit Card,Refunded,33107.85
760049,545618,2025-03-27 00:00:00,UPI,Failed,27898.41
760050,549345,2025-02-12 00:00:00,,Success,76805.66
760051,521277,2026-06-20 00:00:00,UPI,Refunded,58477.98
760052,575539,2025-10-17 00:00:00,COD,Success,38703.12
760053,592260,2026-05-05 00:00:00,Debit Card,Success,60148.65
760054,503536,2025-05-08 00:00:00,COD,Success,11002.59
760055,563037,2025-12-10 00:00:00,UPI,Success,34315.65
760056,575088,2025-12-17 00:00:00,UPI,Pending,47936.66
760057,585090,2025-02-25 00:00:00,COD,Success,29908.56
760058,596681,2025-05-18 00:00:00,Net Banking,Failed,17635.39
760059,525343,2025-07-14 00:00:00,Credit Card,Failed,69193.56
760060,551591,2026-05-01 00:00:00,Debit Card,Success,9856.57
760061,572491,2025-12-13 00:00:00,Wallet,,38504.87
760062,507666,2025-04-24 00:00:00,COD,Success,23673.57
760063,582513,2025-05-17 00:00:00,UPI,Success,68857.17
760064,581551,2025-07-13 00:00:00,Wallet,Success,9691.8
760065,589645,2025-09-14 00:00:00,Debit Card,Success,78493.67
760066,573139,2026-03-21 00:00:00,Credit Card,Success,20830.21
760067,535870,2025-02-03 00:00:00,Credit Card,Success,64155.32
760068,552419,2026-07-01 00:00:00,Net Banking,Success,44453.04
760069,560324,2026-03-30 00:00:00,UPI,Success,63382.64
760070,504243,2026-04-04 00:00:00,Wallet,Success,74987.38
760071,506219,2026-04-19 00:00:00,Credit Card,Success,28142.87
760072,532348,2026-06-12 00:00:00,UPI,Success,12150.5
760073,581817,2025-05-27 00:00:00,Debit Card,Success,23933.67
760074,524674,2025-08-27 00:00:00,Debit Card,Success,67294.5
760075,561356,2026-03-07 00:00:00,Credit Card,Pending,8976.18
760076,522486,2026-05-03 00:00:00,Net Banking,Success,5803.14
760077,599497,2025-10-01 00:00:00,Debit Card,Failed,45487.08
760078,519359,2026-09-04 00:00:00,Wallet,Success,10341.87
760079,588967,2025-05-22 00:00:00,UPI,Success,75282.77
760080,508254,2025-01-16 00:00:00,UPI,Failed,27046.04
760081,543318,2025-05-18 00:00:00,Cash on Delivery,Success,35282.14
760082,554081,2026-08-01 00:00:00,UPI,Success,69226.69
760083,577059,2025-10-04 00:00:00,COD,Success,79364.51
760084,525620,2025-02-04 00:00:00,Net Banking,Success,27500.04
760085,510970,2026-08-29 00:00:00,UPI,Success,30685.02
760086,545846,2026-04-30 00:00:00,COD,Refunded,73915.69
760087,585916,2025-01-25 00:00:00,UPI,Success,70173.07
760088,521514,2025-02-15 00:00:00,Credit Card,Success,46963.18
760089,549955,2025-06-01 00:00:00,COD,Pending,16859.86
760090,522965,2026-07-08 00:00:00,UPI,Success,63914.69
760091,597162,2025-02-06 00:00:00,Credit Card,Success,32227.93
760092,530782,2025-03-18 00:00:00,Credit Card,Success,25731.02
760093,510489,2025-12-23 00:00:00,COD,Failed,25995.51
760094,595734,2025-11-13 00:00:00,upi,Success,38840.68
760095,527891,2026-06-29 00:00:00,UPI,Success,36649.32
760096,550289,2025-05-31 00:00:00,UPI,Success,31008.04
760097,599507,2026-06-25 00:00:00,upi,Success,25042.48
760098,519348,2025-07-12 00:00:00,upi,Success,47775.57
760099,506428,2025-08-25 00:00:00,Credit Card,Success,28097.57
760100,557531,2025-04-06 00:00:00,UPI,Success,38414.1
760101,557783,2025-06-21 00:00:00,UPI,Success,32944.45
760102,583186,2026-03-31 00:00:00,Debit Card,Success,17150.73
760103,545356,2025-06-22 00:00:00,UPI,Success,55625.83
760104,508496,2025-12-04 00:00:00,UPI,Success,48211.78
760105,554955,2025-04-16 00:00:00,COD,Success,70873.14
760106,598985,2026-08-04 00:00:00,Debit Card,Success,36269.07
760107,522926,2026-04-13 00:00:00,Credit Card,Success,14168.45
760108,508141,2026-05-24 00:00:00,Debit Card,Success,32921.22
760109,542400,2025-06-22 00:00:00,UPI,Success,76603.41
760110,555580,2025-03-20 00:00:00,Debit Card,Pending,56601.02
760111,544368,2025-04-02 00:00:00,Net Banking,Refunded,46366.53
760112,524707,2025-01-23 00:00:00,Net Banking,Failed,17691.46
760113,553268,2025-10-21 00:00:00,Credit Card,Pending,32338.07
760114,507916,2026-06-22 00:00:00,Debit Card,Success,47896.12
760115,553760,2025-06-30 00:00:00,UPI,Success,66406.46
760116,585809,2026-06-12 00:00:00,Wallet,Success,76036.34
760117,501244,2025-05-15 00:00:00,Credit Card,Success,16609.74
760118,568666,2026-06-13 00:00:00,Credit Card,Success,68941.15
760119,576041,2026-02-28 00:00:00,UPI,Success,53406.64
760120,501410,2025-01-21 00:00:00,Credit Card,success,72416.3
760121,591068,2026-03-10 00:00:00,COD,Success,-500.0
760122,597577,2025-02-03 00:00:00,UPI,Success,74121.22
760123,581378,2025-10-23 00:00:00,Debit Card,Failed,42480.87
760124,551014,2025-02-20 00:00:00,UPI,Success,66156.97
760125,555288,2026-05-03 00:00:00,Debit Card,Failed,77905.97
760126,568391,2026-05-01 00:00:00,UPI,Success,14919.28
760127,522583,2025-07-18 00:00:00,Debit Card,Failed,73574.79
760128,545836,2025-09-25 00:00:00,COD,Success,67871.59
760129,569066,2025-11-12 00:00:00,Net Banking,Success,72875.4
760130,550727,2025-02-21 00:00:00,Net Banking,Refunded,45795.78
760131,540569,2026-05-29 00:00:00,Credit Card,Failed,69228.16
760132,571550,2025-10-26 00:00:00,Credit Card,Success,48934.37
760133,566040,2025-10-15 00:00:00,Credit Card,Success,55163.28
760134,544937,2025-06-25 00:00:00,COD,Success,24239.18
760135,550002,2025-02-24 00:00:00,Wallet,Pending,61816.54
760136,589171,2026-05-24 00:00:00,COD,Success,73151.23
760137,509638,2026-06-24 00:00:00,UPI,Success,50765.1
760138,557681,2026-06-28 00:00:00,,Success,38449.76
760139,596726,2025-06-01 00:00:00,UPI,Success,229.3
760140,563460,2025-07-25 00:00:00,Credit Card,Failed,13354.82
760141,568231,2025-10-30 00:00:00,COD,Success,26107.83
760142,587057,2026-06-08 00:00:00,Debit Card,Success,44050.41
760143,533470,2026-05-17 00:00:00,Net Banking,Success,31972.34
760144,570919,2026-04-14 00:00:00,UPI,Success,11537.25
760145,592234,2025-11-12 00:00:00,Credit Card,Pending,39271.38
760146,549304,2025-03-09 00:00:00,Debit Card,Refunded,62970.71
760147,558521,2026-02-03 00:00:00,UPI,Success,33797.58
760148,546849,2026-02-06 00:00:00,COD,Refunded,74922.46
760149,575064,2026-07-04 00:00:00,Credit Card,success,50625.31
760150,563922,2025-11-24 00:00:00,,Success,35679.57
760151,500105,2025-05-08 00:00:00,upi,Success,18102.04
760152,588218,2026-05-18 00:00:00,UPI,Refunded,27911.86
760153,540407,2025-05-16 00:00:00,UPI,Success,71660.95
760154,589126,2026-04-25 00:00:00,Credit Card,Refunded,2395.56
760155,532073,2025-08-09 00:00:00,UPI,,76184.45
760156,599890,2025-05-19 00:00:00,UPI,Success,42528.04
760157,574832,2025-01-19 00:00:00,Debit Card,Failed,38210.35
760158,527276,2025-01-11 00:00:00,UPI,Pending,38634.9
760159,589587,2025-11-10 00:00:00,,Success,70479.97
760160,597009,2026-01-07 00:00:00,COD,success,29052.26
760161,580842,2025-07-10 00:00:00,Credit Card,Success,23724.75
760162,566538,2026-07-28 00:00:00,UPI,Success,13543.8
760163,527904,2025-12-29 00:00:00,UPI,Success,57562.26
760164,533727,2026-04-22 00:00:00,Debit Card,Success,48186.8
760165,594597,2026-05-09 00:00:00,Net Banking,Refunded,47643.24
760166,556691,2025-10-06 00:00:00,COD,Success,56475.92
760167,538031,2026-01-30 00:00:00,COD,Success,14836.8
760168,517086,2026-03-17 00:00:00,UPI,Success,65969.66
760169,539749,2025-12-19 00:00:00,Credit Card,Pending,41389.18
760170,553492,2025-04-25 00:00:00,Net Banking,Success,66895.3
760171,529796,2025-10-20 00:00:00,UPI,Success,30396.27
760172,591797,2025-01-20 00:00:00,,Success,8925.13
760173,539302,2025-04-06 00:00:00,Wallet,Failed,47480.16
760174,526053,2025-08-27 00:00:00,Wallet,Success,63666.5
760175,512616,2025-03-18 00:00:00,UPI,Refunded,27269.56
760176,589140,2026-09-03 00:00:00,UPI,Success,28566.96
760177,569032,2026-09-04 00:00:00,Credit Card,Success,45467.58
760178,503472,2025-09-10 00:00:00,UPI,Success,41671.07
760179,592283,2025-12-03 00:00:00,Credit Card,Success,53945.6
760180,516353,2026-02-10 00:00:00,UPI,Success,48061.34
760181,551202,2026-02-28 00:00:00,COD,Success,12758.75
760182,510155,2025-06-23 00:00:00,Debit Card,Success,65002.08
760183,572933,2025-05-16 00:00:00,Credit Card,success,17114.5
760184,557576,2025-04-06 00:00:00,Credit Card,Pending,69705.62
760185,572878,2026-01-16 00:00:00,Debit Card,Success,40048.19
760186,596850,2025-02-04 00:00:00,Debit Card,Failed,44413.36
760187,503245,2025-05-23 00:00:00,UPI,Success,63404.42
760188,567682,2025-12-30 00:00:00,UPI,Success,56863.89
760189,582405,2025-05-05 00:00:00,Credit Card,,19060.1
760190,594772,2026-01-13 00:00:00,Credit Card,Pending,1933.88
760191,551501,2026-03-23 00:00:00,UPI,Failed,6520.81
760192,520660,2026-02-26 00:00:00,UPI,Refunded,58939.81
760193,545420,2026-04-18 00:00:00,Credit Card,Success,59349.11
760194,573666,2025-12-20 00:00:00,Wallet,,59664.05
760195,580181,2026-04-01 00:00:00,Credit Card,,21402.34
760196,503576,2026-05-23 00:00:00,UPI,Failed,59134.37
760197,557068,2025-03-18 00:00:00,COD,Success,46093.93
760198,584277,2025-11-10 00:00:00,UPI,Success,38116.4
760199,595609,2026-07-07 00:00:00,upi,Refunded,41626.82
760200,541545,2025-07-24 00:00:00,UPI,Success,51595.6
760201,520765,2025-05-08 00:00:00,UPI,Success,63931.83
760202,535969,2025-03-20 00:00:00,COD,Success,40459.44
760203,516481,2026-05-02 00:00:00,COD,Success,62354.56
760204,578584,2025-04-16 00:00:00,Credit Card,Refunded,20059.15
760205,592257,2026-02-18 00:00:00,UPI,Refunded,16838.13
760206,554934,2026-08-24 00:00:00,UPI,Success,24272.73
760207,578734,2026-08-06 00:00:00,UPI,Success,28590.82
760208,545304,2026-01-26 00:00:00,UPI,Success,4664.18
760209,511449,2025-09-11 00:00:00,Debit Card,Success,7771.29
760210,531092,2025-10-13 00:00:00,upi,Success,73813.33
760211,547672,2025-01-09 00:00:00,Net Banking,Success,71016.35
760212,514687,2026-02-03 00:00:00,Credit Card,Refunded,74734.29
760213,592629,2026-08-30 00:00:00,UPI,Success,10124.44
760214,585071,2026-04-19 00:00:00,UPI,Refunded,55594.79
760215,526400,2026-08-24 00:00:00,Credit Card,Success,28210.08
760216,585598,2025-08-29 00:00:00,Net Banking,Failed,341.36
760217,533829,2025-07-07 00:00:00,UPI,Success,6706.84
760218,571899,2025-07-11 00:00:00,UPI,Success,73871.15
760219,556159,2026-07-18 00:00:00,Debit Card,Failed,19707.51
760220,532601,2025-08-14 00:00:00,Credit Card,Refunded,52597.87
760221,584870,2025-02-07 00:00:00,Debit Card,Failed,66691.0
760222,501240,2025-02-07 00:00:00,UPI,Success,40609.6
760223,520508,2025-08-06 00:00:00,UPI,success,8005.7
760224,501426,2026-06-30 00:00:00,UPI,Refunded,3616.74
760225,563601,2025-08-11 00:00:00,UPI,success,37832.41
760226,539041,2025-04-13 00:00:00,COD,Success,62411.72
760227,583521,2025-05-18 00:00:00,COD,Success,31858.66
760228,543926,2026-03-26 00:00:00,UPI,Success,69163.75
760229,544211,2025-12-16 00:00:00,UPI,Success,62306.22
760230,555493,2025-05-10 00:00:00,Credit Card,Refunded,72396.31
760231,519636,2025-02-20 00:00:00,Credit Card,Success,14346.0
760232,545911,2025-08-24 00:00:00,upi,Success,21902.73
760233,568293,2025-09-24 00:00:00,upi,Success,79657.57
760234,501257,2025-03-30 00:00:00,Credit Card,Success,55850.93
760235,577349,2026-06-10 00:00:00,Wallet,Success,70166.63
760236,513027,2026-05-19 00:00:00,UPI,Success,30943.28
760237,587816,2025-09-12 00:00:00,Credit Card,Success,51162.87
760238,539848,2025-02-01 00:00:00,UPI,Success,12531.0
760239,538188,2025-07-06 00:00:00,UPI,Success,63084.76
760240,511601,2025-12-14 00:00:00,UPI,Success,21373.52
760241,503199,2025-01-21 00:00:00,upi,success,32668.82
760242,560172,2026-08-10 00:00:00,COD,Success,45465.79
760243,584217,2026-05-03 00:00:00,Debit Card,Success,49148.89
760244,530555,2025-02-28 00:00:00,,Refunded,54082.05
760245,583348,2026-03-25 00:00:00,UPI,Success,62090.05
760246,520495,2026-05-29 00:00:00,UPI,Success,42361.02
760247,560643,2026-02-02 00:00:00,Net Banking,Refunded,42692.95
760248,597477,2026-08-12 00:00:00,Debit Card,Success,35797.87
760249,597170,2026-08-21 00:00:00,Credit Card,Failed,50215.62
760250,565006,2026-07-10 00:00:00,UPI,Success,79111.7
760251,582845,2026-03-01 00:00:00,UPI,Failed,4242.65
760252,595176,2025-05-15 00:00:00,Debit Card,Success,30112.11
760253,514816,2026-05-07 00:00:00,COD,Success,39392.12
760254,573281,2025-06-07 00:00:00,UPI,Success,14311.2
760255,559110,2026-08-18 00:00:00,Debit Card,Failed,69664.19
760256,515378,2026-07-08 00:00:00,Credit Card,Success,5725.66
760257,568627,2025-06-08 00:00:00,UPI,Failed,14422.05
760258,582972,2025-01-04 00:00:00,upi,Success,29294.81
760259,517429,2025-04-21 00:00:00,Net Banking,Failed,30892.84
760260,559940,2025-01-13 00:00:00,Debit Card,Pending,66909.04
760261,538541,2026-07-11 00:00:00,COD,Success,26664.94
760262,588157,2026-04-13 00:00:00,Debit Card,Success,14597.35
760263,520500,2025-11-12 00:00:00,Net Banking,Success,16827.89
760264,537766,2025-02-15 00:00:00,Wallet,Refunded,42271.42
760265,523073,2026-05-01 00:00:00,Wallet,Success,44708.33
760266,522942,2026-06-02 00:00:00,Net Banking,Success,64718.4
760267,589306,2025-07-02 00:00:00,Credit Card,Pending,60643.17
760268,548731,2025-10-13 00:00:00,Credit Card,Success,67959.29
760269,594840,2025-09-06 00:00:00,Wallet,Success,-500.0
760270,542418,2026-07-10 00:00:00,COD,Pending,41121.27
760271,565191,2026-06-22 00:00:00,Credit Card,Failed,60832.67
760272,539843,2026-05-05 00:00:00,UPI,,13462.98
760273,506682,2025-03-15 00:00:00,Debit Card,Success,45543.68
760274,577537,2025-09-30 00:00:00,Debit Card,,70364.37
760275,543890,2026-04-21 00:00:00,Debit Card,success,7216.29
760276,562408,2025-05-30 00:00:00,COD,Success,31868.93
760277,593649,2026-07-11 00:00:00,Net Banking,Success,31875.01
760278,538248,2026-05-17 00:00:00,UPI,Success,33631.79
760279,509826,2026-01-05 00:00:00,Debit Card,Success,79858.86
760280,534704,2025-07-22 00:00:00,UPI,Failed,27190.45
760281,520723,2026-08-20 00:00:00,UPI,Success,46137.89
760282,510461,2026-02-27 00:00:00,upi,Refunded,42987.81
760283,505224,2026-02-18 00:00:00,COD,Success,25507.18
760284,541541,2026-03-17 00:00:00,Wallet,Refunded,23767.03
760285,560425,2025-01-17 00:00:00,COD,Refunded,7638.08
760286,585147,2025-10-29 00:00:00,COD,Success,37389.56
760287,576447,2026-09-04 00:00:00,Credit Card,Success,26579.18
760288,548489,2025-08-09 00:00:00,UPI,Success,19720.69
760289,505110,2026-01-31 00:00:00,COD,Success,34838.44
760290,588159,2026-08-01 00:00:00,upi,Success,31082.89
760291,567284,2025-06-05 00:00:00,Cash on Delivery,Success,15723.46
760292,562274,2025-09-27 00:00:00,COD,Success,34852.56
760293,520442,2026-06-11 00:00:00,COD,Success,36396.67
760294,535141,2025-10-18 00:00:00,COD,Success,46313.14
760295,500899,2025-04-04 00:00:00,Wallet,Success,17308.32
760296,556630,2025-08-15 00:00:00,COD,Refunded,73041.4
760297,588704,2025-10-30 00:00:00,UPI,Success,9490.11
760298,543792,2026-03-05 00:00:00,COD,Success,41303.75
760299,540781,2025-08-02 00:00:00,Debit Card,Success,72225.53
760300,520724,2026-06-12 00:00:00,Debit Card,Success,828.54
760301,581750,2025-01-26 00:00:00,Net Banking,Failed,68192.43
760302,505911,2025-11-30 00:00:00,UPI,,26824.89
760303,591025,2025-08-28 00:00:00,Credit Card,Success,43496.62
760304,555479,2025-04-13 00:00:00,Net Banking,Success,38241.67
760305,511704,2026-06-21 00:00:00,UPI,Success,71345.22
760306,546638,2026-06-03 00:00:00,UPI,Success,7752.63
760307,526647,2025-07-21 00:00:00,UPI,Success,63373.88
760308,590173,2025-04-25 00:00:00,Debit Card,Success,30665.24
760309,553350,2026-05-12 00:00:00,Debit Card,Success,28771.02
760310,503187,2026-04-10 00:00:00,Debit Card,Success,9343.26
760311,580598,2025-08-25 00:00:00,UPI,Success,14974.13
760312,585883,2026-03-02 00:00:00,UPI,Success,1922.93
760313,528286,2025-09-17 00:00:00,COD,Success,37896.97
760314,570140,2025-04-23 00:00:00,Credit Card,Success,41321.48
760315,528486,2025-05-13 00:00:00,UPI,Success,2794.67
760316,556107,2026-04-02 00:00:00,Credit Card,Success,49113.61
760317,558625,2025-09-23 00:00:00,Credit Card,Failed,26853.81
760318,554775,2025-10-12 00:00:00,upi,Success,69628.32
760319,514247,2026-07-27 00:00:00,Wallet,Success,79340.68
760320,597514,2025-05-07 00:00:00,UPI,Success,79926.07
760321,561158,2025-10-31 00:00:00,upi,Success,19120.57
760322,531545,2026-04-27 00:00:00,UPI,Success,30806.01
760323,560193,2025-06-12 00:00:00,Debit Card,Success,53025.85
760324,573812,2026-02-24 00:00:00,UPI,Failed,2674.59
760325,547067,2026-06-04 00:00:00,Credit Card,Success,74553.86
760326,523825,2025-08-29 00:00:00,Credit Card,Failed,73290.11
760327,557787,2025-07-03 00:00:00,Credit Card,Pending,63461.36
760328,530091,2025-05-15 00:00:00,Cash on Delivery,Failed,61010.45
760329,575241,2026-07-14 00:00:00,UPI,Success,69333.11
760330,558667,2025-04-14 00:00:00,Net Banking,Success,55488.08
760331,589561,2026-01-27 00:00:00,UPI,Success,13023.09
760332,593722,2026-06-21 00:00:00,Wallet,Success,22465.76
760333,536573,2025-02-07 00:00:00,Credit Card,Success,56584.38
760334,508585,2025-01-07 00:00:00,UPI,Failed,65392.21
760335,588046,2026-02-17 00:00:00,Credit Card,Success,71461.46
760336,546193,2026-06-15 00:00:00,Debit Card,Success,50705.62
760337,588403,2026-04-13 00:00:00,UPI,Success,43867.94
760338,577480,2026-05-27 00:00:00,Credit Card,success,36131.62
760339,558371,2025-01-20 00:00:00,UPI,Success,448.64
760340,583619,2025-12-14 00:00:00,UPI,Success,61540.79
760341,506450,2025-07-20 00:00:00,UPI,Success,31999.42
760342,500623,2025-03-07 00:00:00,Credit Card,Success,59402.91
760343,581002,2025-06-05 00:00:00,UPI,Success,48976.83
760344,564167,2025-06-14 00:00:00,UPI,Pending,18312.12
760345,583466,2026-03-11 00:00:00,Debit Card,Success,6413.81
760346,522052,2026-02-14 00:00:00,UPI,Success,27281.55
760347,513762,2025-09-29 00:00:00,Net Banking,Success,40768.94
760348,561370,2026-07-28 00:00:00,Cash on Delivery,success,13862.82
760349,518676,2026-07-15 00:00:00,Debit Card,Success,57484.9
760350,595628,2026-04-24 00:00:00,UPI,Failed,51340.15
760351,558262,2025-06-28 00:00:00,UPI,Success,76393.82
760352,581268,2025-07-13 00:00:00,,Success,52314.28
760353,562901,2025-01-18 00:00:00,UPI,Success,999999.0
760354,500370,2026-01-17 00:00:00,COD,Failed,72848.62
760355,563436,2025-03-08 00:00:00,Debit Card,Success,17450.72
760356,574244,2026-02-04 00:00:00,Wallet,Success,34849.49
760357,520585,2025-03-06 00:00:00,Net Banking,Pending,42466.44
760358,532198,2026-02-16 00:00:00,Cash on Delivery,Success,42786.44
760359,597438,2026-03-02 00:00:00,COD,Success,50015.13
760360,592967,2026-09-01 00:00:00,Debit Card,Success,74081.67
760361,533769,2025-01-04 00:00:00,UPI,Success,4949.7
760362,542475,2025-07-12 00:00:00,COD,Success,26495.25
760363,583451,2025-11-16 00:00:00,Debit Card,Refunded,28211.26
760364,503022,2025-01-04 00:00:00,COD,Success,30121.73
760365,522507,2026-08-05 00:00:00,UPI,Success,13480.75
760366,542979,2025-01-12 00:00:00,UPI,Success,27081.55
760367,526705,2025-06-17 00:00:00,Debit Card,,28396.53
760368,588332,2025-06-17 00:00:00,COD,Failed,73918.77
760369,587295,2025-06-25 00:00:00,Credit Card,Success,60653.52
760370,506692,2025-05-30 00:00:00,Wallet,Success,68726.63
760371,570457,2025-04-21 00:00:00,upi,Success,76718.21
760372,595400,2025-07-17 00:00:00,Credit Card,Success,66803.79
760373,530792,2025-07-31 00:00:00,UPI,Success,70566.03
760374,589092,2025-04-17 00:00:00,UPI,Success,47036.63
760375,505191,2025-12-23 00:00:00,Debit Card,Success,17232.32
760376,579136,2026-02-03 00:00:00,UPI,Pending,39610.96
760377,589472,2025-01-23 00:00:00,upi,Success,65223.24
760378,578704,2025-10-25 00:00:00,Credit Card,Success,24692.09
760379,551397,2025-08-21 00:00:00,UPI,Success,8816.39
760380,538456,2026-02-24 00:00:00,UPI,Success,65293.09
760381,521443,2026-07-03 00:00:00,Net Banking,Pending,43102.93
760382,580385,2026-05-04 00:00:00,Cash on Delivery,Success,56175.95
760383,539797,2025-05-23 00:00:00,Credit Card,Success,17790.87
760384,554310,2026-03-02 00:00:00,UPI,Success,38534.04
760385,561870,2026-02-02 00:00:00,Net Banking,Pending,17148.44
760386,581578,2026-05-26 00:00:00,UPI,Failed,71542.02
760387,547701,2026-02-02 00:00:00,Credit Card,Success,27449.31
760388,591364,2026-01-31 00:00:00,COD,Success,22992.1
760389,543103,2026-08-08 00:00:00,UPI,Failed,53674.21
760390,529748,2025-06-09 00:00:00,Net Banking,Refunded,47201.59
760391,502382,2025-07-07 00:00:00,Credit Card,,21471.54
760392,530576,2026-05-11 00:00:00,UPI,Success,31604.99
760393,572619,2025-11-02 00:00:00,COD,Refunded,50319.47
760394,517908,2026-03-03 00:00:00,Credit Card,Success,47707.57
760395,556571,2026-06-06 00:00:00,Wallet,Success,15906.89
760396,561590,2025-12-18 00:00:00,UPI,Pending,13619.35
760397,504457,2025-09-08 00:00:00,Credit Card,Success,27384.7
760398,590122,2026-03-25 00:00:00,Debit Card,Success,49617.84
760399,502370,2025-10-09 00:00:00,COD,Success,7444.12
760400,594281,2026-08-03 00:00:00,Wallet,Failed,5097.74
760401,568353,2025-09-14 00:00:00,Credit Card,Success,50279.33
760402,501824,2026-05-21 00:00:00,Debit Card,Success,61552.17
760403,546736,2025-02-09 00:00:00,UPI,Refunded,38517.31
760404,567240,2025-11-20 00:00:00,upi,Pending,36682.44
760405,507172,2026-04-05 00:00:00,Debit Card,success,11191.76
760406,563538,2025-02-19 00:00:00,COD,Success,24379.88
760407,520459,2025-03-02 00:00:00,UPI,Success,1744.4
760408,553199,2025-07-22 00:00:00,UPI,Failed,50498.6
760409,577894,2025-12-09 00:00:00,UPI,Failed,-500.0
760410,560369,2026-01-08 00:00:00,Net Banking,Success,22757.03
760411,552391,2025-11-17 00:00:00,Cash on Delivery,Success,
760412,524340,2025-01-25 00:00:00,Debit Card,Success,5468.89
760413,516170,2026-05-08 00:00:00,Debit Card,Pending,71456.61
760414,599810,2025-02-09 00:00:00,UPI,Success,20718.12
760415,531178,2026-03-11 00:00:00,Credit Card,Refunded,70083.22
760416,593095,2025-09-14 00:00:00,UPI,Success,51348.21
760417,599687,2026-06-03 00:00:00,Credit Card,Refunded,42499.24
760418,500144,2025-03-24 00:00:00,COD,Success,27820.07
760419,553948,2026-03-07 00:00:00,Credit Card,Success,75375.67
760420,531763,2026-02-02 00:00:00,UPI,Refunded,20855.1
760421,533683,2026-02-13 00:00:00,Net Banking,Failed,69161.77
760422,599585,2025-08-27 00:00:00,UPI,,28710.2
